,Driver,TeamId,GridPosition,Position,Time,Status,Race,Rain
1129,ALO,aston_martin,7.0,11.0,5964449000000.0,Finished,Hungarian Grand Prix,0.0
1130,RIC,rb,9.0,12.0,5982373000000.0,Lapped,Hungarian Grand Prix,0.0
1131,HUL,haas,11.0,13.0,5997633000000.0,Lapped,Hungarian Grand Prix,0.0
1132,ALB,williams,13.0,14.0,6001218000000.0,Lapped,Hungarian Grand Prix,0.0
1133,MAG,haas,15.0,15.0,6009751000000.0,Lapped,Hungarian Grand Prix,0.0
1134,BOT,sauber,12.0,16.0,6009858000000.0,Lapped,Hungarian Grand Prix,0.0
1135,SAR,williams,14.0,17.0,6017040000000.0,Lapped,Hungarian Grand Prix,0.0
1136,OCO,alpine,19.0,18.0,6025378000000.0,Lapped,Hungarian Grand Prix,0.0
1137,ZHO,sauber,18.0,19.0,6028047000000.0,Lapped,Hungarian Grand Prix,0.0
1138,GAS,alpine,20.0,20.0,,Retired,Hungarian Grand Prix,0.0
1139,HAM,mercedes,3.0,1.0,4797566000000.0,Finished,Belgian Grand Prix,0.0
1140,PIA,mclaren,5.0,2.0,4798213000000.0,Finished,Belgian Grand Prix,0.0
1141,LEC,ferrari,1.0,3.0,4805589000000.0,Finished,Belgian Grand Prix,0.0
1142,VER,red_bull,11.0,4.0,4806266000000.0,Finished,Belgian Grand Prix,0.0
1143,NOR,mclaren,4.0,5.0,4806890000000.0,Finished,Belgian Grand Prix,0.0
1144,SAI,ferrari,7.0,6.0,4816835000000.0,Finished,Belgian Grand Prix,0.0
1145,PER,red_bull,2.0,7.0,4840235000000.0,Finished,Belgian Grand Prix,0.0
1146,ALO,aston_martin,8.0,8.0,4847003000000.0,Finished,Belgian Grand Prix,0.0
1147,OCO,alpine,9.0,9.0,4849592000000.0,Finished,Belgian Grand Prix,0.0
1148,RIC,rb,13.0,10.0,4851966000000.0,Finished,Belgian Grand Prix,0.0
1149,STR,aston_martin,15.0,11.0,4860051000000.0,Finished,Belgian Grand Prix,0.0
1150,ALB,williams,10.0,12.0,4860691000000.0,Finished,Belgian Grand Prix,0.0
1151,GAS,alpine,12.0,13.0,4861405000000.0,Finished,Belgian Grand Prix,0.0
1152,MAG,haas,17.0,14.0,4863671000000.0,Finished,Belgian Grand Prix,0.0
1153,BOT,sauber,14.0,15.0,4867678000000.0,Finished,Belgian Grand Prix,0.0
1154,TSU,rb,20.0,16.0,4873777000000.0,Finished,Belgian Grand Prix,0.0
1155,SAR,williams,18.0,17.0,4883097000000.0,Finished,Belgian Grand Prix,0.0
1156,HUL,haas,16.0,18.0,4885873000000.0,Finished,Belgian Grand Prix,0.0
1157,ZHO,sauber,19.0,19.0,,Retired,Belgian Grand Prix,0.0
1158,RUS,mercedes,6.0,20.0,,Disqualified,Belgian Grand Prix,0.0
1159,NOR,mclaren,1.0,1.0,5445519000000.0,Finished,Dutch Grand Prix,0.0
1160,VER,red_bull,2.0,2.0,5468415000000.0,Finished,Dutch Grand Prix,0.0
1161,LEC,ferrari,6.0,3.0,5470958000000.0,Finished,Dutch Grand Prix,0.0
1162,PIA,mclaren,3.0,4.0,5472856000000.0,Finished,Dutch Grand Prix,0.0
1163,SAI,ferrari,10.0,5.0,5477656000000.0,Finished,Dutch Grand Prix,0.0
1164,PER,red_bull,5.0,6.0,5485061000000.0,Finished,Dutch Grand Prix,0.0
1165,RUS,mercedes,4.0,7.0,5490136000000.0,Finished,Dutch Grand Prix,0.0
1166,HAM,mercedes,14.0,8.0,5495118000000.0,Finished,Dutch Grand Prix,0.0
1167,GAS,alpine,9.0,9.0,5503722000000.0,Lapped,Dutch Grand Prix,0.0
1168,ALO,aston_martin,7.0,10.0,5508651000000.0,Lapped,Dutch Grand Prix,0.0
1169,HUL,haas,12.0,11.0,5514332000000.0,Lapped,Dutch Grand Prix,0.0
1170,RIC,rb,13.0,12.0,5516185000000.0,Lapped,Dutch Grand Prix,0.0
1171,STR,aston_martin,8.0,13.0,5520830000000.0,Lapped,Dutch Grand Prix,0.0
1172,ALB,williams,19.0,14.0,5535829000000.0,Lapped,Dutch Grand Prix,0.0
1173,OCO,alpine,15.0,15.0,5541996000000.0,Lapped,Dutch Grand Prix,0.0
1174,SAR,williams,18.0,16.0,5559657000000.0,Lapped,Dutch Grand Prix,0.0
1175,TSU,rb,11.0,17.0,5560264000000.0,Lapped,Dutch Grand Prix,0.0
1176,MAG,haas,20.0,18.0,5560825000000.0,Lapped,Dutch Grand Prix,0.0
1177,BOT,sauber,16.0,19.0,5564073000000.0,Lapped,Dutch Grand Prix,0.0
1178,ZHO,sauber,17.0,20.0,5596844000000.0,Lapped,Dutch Grand Prix,0.0
1179,LEC,ferrari,4.0,1.0,4480727000000.0,Finished,Italian Grand Prix,0.0
1180,PIA,mclaren,2.0,2.0,4483391000000.0,Finished,Italian Grand Prix,0.0
1181,NOR,mclaren,1.0,3.0,4486880000000.0,Finished,Italian Grand Prix,0.0
1182,SAI,ferrari,5.0,4.0,4496348000000.0,Finished,Italian Grand Prix,0.0
1183,HAM,mercedes,6.0,5.0,4503547000000.0,Finished,Italian Grand Prix,0.0
1184,VER,red_bull,7.0,6.0,4518659000000.0,Finished,Italian Grand Prix,0.0
1185,RUS,mercedes,3.0,7.0,4520442000000.0,Finished,Italian Grand Prix,0.0
1186,PER,red_bull,8.0,8.0,4534875000000.0,Finished,Italian Grand Prix,0.0
1187,ALB,williams,9.0,9.0,4548183000000.0,Finished,Italian Grand Prix,0.0
1188,MAG,haas,13.0,10.0,4549029000000.0,Finished,Italian Grand Prix,0.0
1189,ALO,aston_martin,11.0,11.0,4549222000000.0,Finished,Italian Grand Prix,0.0
1190,COL,williams,18.0,12.0,4562035000000.0,Finished,Italian Grand Prix,0.0
1191,RIC,rb,12.0,13.0,4574179000000.0,Finished,Italian Grand Prix,0.0
1192,OCO,alpine,15.0,14.0,4586838000000.0,Lapped,Italian Grand Prix,0.0
1193,GAS,alpine,14.0,15.0,4592523000000.0,Lapped,Italian Grand Prix,0.0
1194,BOT,sauber,19.0,16.0,4601390000000.0,Lapped,Italian Grand Prix,0.0
1195,HUL,haas,10.0,17.0,4605049000000.0,Lapped,Italian Grand Prix,0.0
1196,ZHO,sauber,20.0,18.0,4614234000000.0,Lapped,Italian Grand Prix,0.0
1197,STR,aston_martin,17.0,19.0,4617687000000.0,Lapped,Italian Grand Prix,0.0
1198,TSU,rb,16.0,20.0,,Retired,Italian Grand Prix,0.0
1199,PIA,mclaren,2.0,1.0,5578007000000.0,Finished,Azerbaijan Grand Prix,0.0
1200,LEC,ferrari,1.0,2.0,5588917000000.0,Finished,Azerbaijan Grand Prix,0.0
1201,RUS,mercedes,5.0,3.0,5609335000000.0,Finished,Azerbaijan Grand Prix,0.0
1202,NOR,mclaren,15.0,4.0,5614150000000.0,Finished,Azerbaijan Grand Prix,0.0
1203,VER,red_bull,6.0,5.0,5655105000000.0,Finished,Azerbaijan Grand Prix,0.0
1204,ALO,aston_martin,7.0,6.0,5663475000000.0,Finished,Azerbaijan Grand Prix,0.0
1205,ALB,williams,9.0,7.0,5665403000000.0,Finished,Azerbaijan Grand Prix,0.0
1206,COL,williams,8.0,8.0,5667548000000.0,Finished,Azerbaijan Grand Prix,0.0
1207,HAM,mercedes,19.0,9.0,5670408000000.0,Finished,Azerbaijan Grand Prix,0.0
1208,BEA,haas,10.0,10.0,5671134000000.0,Finished,Azerbaijan Grand Prix,0.0
1209,HUL,haas,12.0,11.0,5671472000000.0,Finished,Azerbaijan Grand Prix,0.0
1210,GAS,alpine,18.0,12.0,5695196000000.0,Finished,Azerbaijan Grand Prix,0.0
1211,RIC,rb,14.0,13.0,5724914000000.0,Finished,Azerbaijan Grand Prix,0.0
1212,ZHO,sauber,17.0,14.0,5726848000000.0,Finished,Azerbaijan Grand Prix,0.0
1213,OCO,alpine,20.0,15.0,5748192000000.0,Lapped,Azerbaijan Grand Prix,0.0
1214,BOT,sauber,16.0,16.0,5752243000000.0,Lapped,Azerbaijan Grand Prix,0.0
1215,PER,red_bull,4.0,17.0,,Finished,Azerbaijan Grand Prix,0.0
1216,SAI,ferrari,3.0,18.0,,Finished,Azerbaijan Grand Prix,0.0
1217,STR,aston_martin,13.0,19.0,,Finished,Azerbaijan Grand Prix,0.0
1218,TSU,rb,11.0,20.0,,Retired,Azerbaijan Grand Prix,0.0
1219,NOR,mclaren,1.0,1.0,6052571000000.0,Finished,Singapore Grand Prix,0.0
1220,VER,red_bull,2.0,2.0,6073516000000.0,Finished,Singapore Grand Prix,0.0
1221,PIA,mclaren,5.0,3.0,6094394000000.0,Finished,Singapore Grand Prix,0.0
1222,RUS,mercedes,4.0,4.0,6113611000000.0,Finished,Singapore Grand Prix,0.0
1223,LEC,ferrari,9.0,5.0,6115001000000.0,Finished,Singapore Grand Prix,0.0
1224,HAM,mercedes,3.0,6.0,6137819000000.0,Finished,Singapore Grand Prix,0.0
1225,SAI,ferrari,10.0,7.0,6148610000000.0,Finished,Singapore Grand Prix,0.0
1226,ALO,aston_martin,7.0,8.0,6149483000000.0,Lapped,Singapore Grand Prix,0.0
1227,HUL,haas,6.0,9.0,6151750000000.0,Lapped,Singapore Grand Prix,0.0
1228,PER,red_bull,13.0,10.0,6153234000000.0,Lapped,Singapore Grand Prix,0.0
1229,COL,williams,12.0,11.0,6154894000000.0,Lapped,Singapore Grand Prix,0.0
1230,TSU,rb,8.0,12.0,6157402000000.0,Lapped,Singapore Grand Prix,0.0
1231,OCO,alpine,15.0,13.0,6192615000000.0,Lapped,Singapore Grand Prix,0.0
1232,STR,aston_martin,17.0,14.0,6196181000000.0,Lapped,Singapore Grand Prix,0.0
1233,ZHO,sauber,20.0,15.0,6205830000000.0,Lapped,Singapore Grand Prix,0.0
1234,BOT,sauber,19.0,16.0,6206439000000.0,Lapped,Singapore Grand Prix,0.0
1235,GAS,alpine,18.0,17.0,6207669000000.0,Lapped,Singapore Grand Prix,0.0
1236,RIC,rb,16.0,18.0,6238406000000.0,Lapped,Singapore Grand Prix,0.0
1237,MAG,haas,14.0,19.0,,Finished,Singapore Grand Prix,0.0
1238,ALB,williams,11.0,20.0,,Retired,Singapore Grand Prix,0.0
1239,LEC,ferrari,4.0,1.0,5709639000000.0,Finished,United States Grand Prix,0.0
1240,SAI,ferrari,3.0,2.0,5718201000000.0,Finished,United States Grand Prix,0.0
1241,VER,red_bull,2.0,3.0,5729051000000.0,Finished,United States Grand Prix,0.0
1242,NOR,mclaren,1.0,4.0,5729993000000.0,Finished,United States Grand Prix,0.0
1243,PIA,mclaren,5.0,5.0,5731560000000.0,Finished,United States Grand Prix,0.0
1244,RUS,mercedes,20.0,6.0,5765934000000.0,Finished,United States Grand Prix,0.0
1245,PER,red_bull,9.0,7.0,5768711000000.0,Finished,United States Grand Prix,0.0
1246,HUL,haas,11.0,8.0,5772596000000.0,Finished,United States Grand Prix,0.0
1247,LAW,rb,19.0,9.0,5780202000000.0,Finished,United States Grand Prix,0.0
1248,COL,williams,15.0,10.0,5781618000000.0,Finished,United States Grand Prix,0.0
1249,MAG,haas,8.0,11.0,5789421000000.0,Finished,United States Grand Prix,0.0
1250,GAS,alpine,6.0,12.0,5800197000000.0,Finished,United States Grand Prix,0.0
1251,ALO,aston_martin,7.0,13.0,5801923000000.0,Lapped,United States Grand Prix,0.0
1252,TSU,rb,10.0,14.0,5808409000000.0,Lapped,United States Grand Prix,0.0
1253,STR,aston_martin,13.0,15.0,5817180000000.0,Lapped,United States Grand Prix,0.0
1254,ALB,williams,14.0,16.0,5818289000000.0,Lapped,United States Grand Prix,0.0
1255,BOT,sauber,16.0,17.0,5834530000000.0,Lapped,United States Grand Prix,0.0
1256,OCO,alpine,12.0,18.0,5842309000000.0,Lapped,United States Grand Prix,0.0
1257,ZHO,sauber,18.0,19.0,5849437000000.0,Lapped,United States Grand Prix,0.0
1258,HAM,mercedes,17.0,20.0,,Retired,United States Grand Prix,0.0
1259,SAI,ferrari,1.0,1.0,6055800000000.0,Finished,Mexico City Grand Prix,0.0
1260,NOR,mclaren,3.0,2.0,6060505000000.0,Finished,Mexico City Grand Prix,0.0
1261,LEC,ferrari,4.0,3.0,6090187000000.0,Finished,Mexico City Grand Prix,0.0
1262,HAM,mercedes,6.0,4.0,6100580000000.0,Finished,Mexico City Grand Prix,0.0
1263,RUS,mercedes,5.0,5.0,6104336000000.0,Finished,Mexico City Grand Prix,0.0
1264,VER,red_bull,2.0,6.0,6115358000000.0,Finished,Mexico City Grand Prix,0.0
1265,MAG,haas,7.0,7.0,6119442000000.0,Finished,Mexico City Grand Prix,0.0
1266,PIA,mclaren,17.0,8.0,6120728000000.0,Finished,Mexico City Grand Prix,0.0
1267,HUL,haas,10.0,9.0,6123448000000.0,Lapped,Mexico City Grand Prix,0.0
1268,GAS,alpine,8.0,10.0,6139315000000.0,Lapped,Mexico City Grand Prix,0.0
1269,STR,aston_martin,14.0,11.0,6145800000000.0,Lapped,Mexico City Grand Prix,0.0
1270,COL,williams,16.0,12.0,6158225000000.0,Lapped,Mexico City Grand Prix,0.0
1271,OCO,alpine,0.0,13.0,6160391000000.0,Lapped,Mexico City Grand Prix,0.0
1272,BOT,sauber,15.0,14.0,6162955000000.0,Lapped,Mexico City Grand Prix,0.0
1273,ZHO,sauber,19.0,15.0,6182450000000.0,Lapped,Mexico City Grand Prix,0.0
1274,LAW,rb,12.0,16.0,6185194000000.0,Lapped,Mexico City Grand Prix,0.0
1275,PER,red_bull,18.0,17.0,6194012000000.0,Lapped,Mexico City Grand Prix,0.0
1276,ALO,aston_martin,13.0,18.0,,Retired,Mexico City Grand Prix,0.0
1277,ALB,williams,9.0,19.0,,Retired,Mexico City Grand Prix,0.0
1278,TSU,rb,11.0,20.0,,Retired,Mexico City Grand Prix,0.0
1279,VER,red_bull,17.0,1.0,7614430000000.0,Finished,São Paulo Grand Prix,0.582089552238806
1280,OCO,alpine,4.0,2.0,7633907000000.0,Finished,São Paulo Grand Prix,0.582089552238806
1281,GAS,alpine,13.0,3.0,7636962000000.0,Finished,São Paulo Grand Prix,0.582089552238806
1282,RUS,mercedes,2.0,4.0,7637695000000.0,Finished,São Paulo Grand Prix,0.582089552238806
1283,LEC,ferrari,6.0,5.0,7644607000000.0,Finished,São Paulo Grand Prix,0.582089552238806
1284,NOR,mclaren,1.0,6.0,7645802000000.0,Finished,São Paulo Grand Prix,0.582089552238806
1285,TSU,rb,3.0,7.0,7656486000000.0,Finished,São Paulo Grand Prix,0.582089552238806
1286,PIA,mclaren,8.0,8.0,7659373000000.0,Finished,São Paulo Grand Prix,0.582089552238806
1287,LAW,rb,5.0,9.0,7664882000000.0,Finished,São Paulo Grand Prix,0.582089552238806
1288,HAM,mercedes,14.0,10.0,7665183000000.0,Finished,São Paulo Grand Prix,0.582089552238806
1289,PER,red_bull,12.0,11.0,7665961000000.0,Finished,São Paulo Grand Prix,0.582089552238806
1290,BEA,haas,15.0,12.0,7671515000000.0,Finished,São Paulo Grand Prix,0.582089552238806
1291,BOT,sauber,11.0,13.0,7678018000000.0,Finished,São Paulo Grand Prix,0.582089552238806
1292,ALO,aston_martin,9.0,14.0,7692479000000.0,Finished,São Paulo Grand Prix,0.582089552238806
1293,ZHO,sauber,19.0,15.0,7694079000000.0,Finished,São Paulo Grand Prix,0.582089552238806
1294,SAI,ferrari,20.0,16.0,,Retired,São Paulo Grand Prix,0.582089552238806
1295,COL,williams,16.0,17.0,,Retired,São Paulo Grand Prix,0.582089552238806
1296,ALB,williams,7.0,18.0,,Did not start,São Paulo Grand Prix,0.582089552238806
1297,STR,aston_martin,10.0,19.0,,Did not start,São Paulo Grand Prix,0.582089552238806
1298,HUL,haas,18.0,20.0,,Disqualified,São Paulo Grand Prix,0.582089552238806
1299,RUS,mercedes,1.0,1.0,4925969000000.0,Finished,Las Vegas Grand Prix,0.0
1300,HAM,mercedes,10.0,2.0,4933282000000.0,Finished,Las Vegas Grand Prix,0.0
1301,SAI,ferrari,2.0,3.0,4937875000000.0,Finished,Las Vegas Grand Prix,0.0
1302,LEC,ferrari,4.0,4.0,4940252000000.0,Finished,Las Vegas Grand Prix,0.0
1303,VER,red_bull,5.0,5.0,4942551000000.0,Finished,Las Vegas Grand Prix,0.0
1304,NOR,mclaren,6.0,6.0,4969354000000.0,Finished,Las Vegas Grand Prix,0.0
1305,PIA,mclaren,8.0,7.0,4977334000000.0,Finished,Las Vegas Grand Prix,0.0
1306,HUL,haas,9.0,8.0,4985777000000.0,Finished,Las Vegas Grand Prix,0.0
1307,TSU,rb,7.0,9.0,4988777000000.0,Finished,Las Vegas Grand Prix,0.0
1308,PER,red_bull,15.0,10.0,4989083000000.0,Finished,Las Vegas Grand Prix,0.0
1309,ALO,aston_martin,16.0,11.0,4995164000000.0,Finished,Las Vegas Grand Prix,0.0
1310,MAG,haas,12.0,12.0,4995772000000.0,Finished,Las Vegas Grand Prix,0.0
1311,ZHO,sauber,13.0,13.0,5000054000000.0,Finished,Las Vegas Grand Prix,0.0
1312,COL,williams,20.0,14.0,5001141000000.0,Finished,Las Vegas Grand Prix,0.0
1313,STR,aston_martin,18.0,15.0,5010071000000.0,Finished,Las Vegas Grand Prix,0.0
1314,LAW,rb,14.0,16.0,5016974000000.0,Finished,Las Vegas Grand Prix,0.0
1315,OCO,alpine,11.0,17.0,5019034000000.0,Lapped,Las Vegas Grand Prix,0.0
1316,BOT,sauber,19.0,18.0,5028259000000.0,Lapped,Las Vegas Grand Prix,0.0
1317,ALB,williams,17.0,19.0,,Retired,Las Vegas Grand Prix,0.0
1318,GAS,alpine,3.0,20.0,,Retired,Las Vegas Grand Prix,0.0
1319,VER,red_bull,2.0,1.0,5465323000000.0,Finished,Qatar Grand Prix,0.0
1320,LEC,ferrari,5.0,2.0,5471354000000.0,Finished,Qatar Grand Prix,0.0
1321,PIA,mclaren,4.0,3.0,5472142000000.0,Finished,Qatar Grand Prix,0.0
1322,RUS,mercedes,1.0,4.0,5479427000000.0,Finished,Qatar Grand Prix,0.0
1323,GAS,alpine,11.0,5.0,5482105000000.0,Finished,Qatar Grand Prix,0.0
1324,SAI,ferrari,7.0,6.0,5482799000000.0,Finished,Qatar Grand Prix,0.0
1325,ALO,aston_martin,8.0,7.0,5485190000000.0,Finished,Qatar Grand Prix,0.0
1326,ZHO,sauber,12.0,8.0,5490683000000.0,Finished,Qatar Grand Prix,0.0
1327,MAG,haas,10.0,9.0,5497500000000.0,Finished,Qatar Grand Prix,0.0
1328,NOR,mclaren,3.0,10.0,5501085000000.0,Finished,Qatar Grand Prix,0.0
1329,BOT,sauber,13.0,11.0,5515566000000.0,Finished,Qatar Grand Prix,0.0
1330,HAM,mercedes,6.0,12.0,5521445000000.0,Finished,Qatar Grand Prix,0.0
1331,TSU,rb,14.0,13.0,5526423000000.0,Finished,Qatar Grand Prix,0.0
1332,LAW,rb,17.0,14.0,5527979000000.0,Finished,Qatar Grand Prix,0.0
1333,ALB,williams,16.0,15.0,5540948000000.0,Lapped,Qatar Grand Prix,0.0
1334,HUL,haas,18.0,16.0,,Retired,Qatar Grand Prix,0.0
1335,PER,red_bull,9.0,17.0,,Retired,Qatar Grand Prix,0.0
1336,STR,aston_martin,15.0,18.0,,Retired,Qatar Grand Prix,0.0
1337,COL,williams,19.0,19.0,,Retired,Qatar Grand Prix,0.0
1338,OCO,alpine,20.0,20.0,,Retired,Qatar Grand Prix,0.0
1339,NOR,mclaren,1.0,1.0,5193291000000.0,Finished,Abu Dhabi Grand Prix,0.0
1340,SAI,ferrari,3.0,2.0,5199123000000.0,Finished,Abu Dhabi Grand Prix,0.0
1341,LEC,ferrari,19.0,3.0,5225219000000.0,Finished,Abu Dhabi Grand Prix,0.0
1342,HAM,mercedes,16.0,4.0,5229774000000.0,Finished,Abu Dhabi Grand Prix,0.0
1343,RUS,mercedes,6.0,5.0,5230829000000.0,Finished,Abu Dhabi Grand Prix,0.0
1344,VER,red_bull,4.0,6.0,5243138000000.0,Finished,Abu Dhabi Grand Prix,0.0
1345,GAS,alpine,5.0,7.0,5265851000000.0,Finished,Abu Dhabi Grand Prix,0.0
1346,HUL,haas,7.0,8.0,5268845000000.0,Finished,Abu Dhabi Grand Prix,0.0
1347,ALO,aston_martin,8.0,9.0,5275664000000.0,Finished,Abu Dhabi Grand Prix,0.0
1348,PIA,mclaren,2.0,10.0,5277112000000.0,Finished,Abu Dhabi Grand Prix,0.0
1349,ALB,williams,18.0,11.0,5288363000000.0,Lapped,Abu Dhabi Grand Prix,0.0
1350,TSU,rb,11.0,12.0,5291850000000.0,Lapped,Abu Dhabi Grand Prix,0.0
1351,ZHO,sauber,15.0,13.0,5294416000000.0,Lapped,Abu Dhabi Grand Prix,0.0
1352,STR,aston_martin,13.0,14.0,5295585000000.0,Lapped,Abu Dhabi Grand Prix,0.0
1353,DOO,alpine,17.0,15.0,5303667000000.0,Lapped,Abu Dhabi Grand Prix,0.0
1354,MAG,haas,14.0,16.0,5354709000000.0,Lapped,Abu Dhabi Grand Prix,0.0
1355,LAW,rb,12.0,17.0,,Finished,Abu Dhabi Grand Prix,0.0
1356,BOT,sauber,9.0,18.0,,Retired,Abu Dhabi Grand Prix,0.0
1357,COL,williams,20.0,19.0,,Retired,Abu Dhabi Grand Prix,0.0
1358,PER,red_bull,10.0,20.0,,Retired,Abu Dhabi Grand Prix,0.0
